X,Y,OBJECTID,PROPERTY_ID,UGLG_KEY,HUB_NAME_TEXT,SERVICING_SITE_NAME_TEXT,PROJECT_MANAGER_NAME_TEXT,PROPERTY_NAME_TEXT,ADDRESS_LINE1_TEXT,ADDRESS_LINE2_TEXT,AUTOMATIC_GEOCODE_IND,CONGRESSIONAL_DISTRICT_CODE,PLACED_BASE_CITY_NAME_TEXT,TOTAL_ASSISTED_UNIT_COUNT,TOTAL_UNIT_COUNT,PROPERTY_ON_SITE_PHONE_NUMBER,PROPERTY_CATEGORY_NAME,CLIENT_GROUP_CODE,CLIENT_GROUP_NAME,CLIENT_GROUP_TYPE,REAC_LAST_INSPECTION_ID,REAC_LAST_INSPECTION_SCORE,FASS_LAST_PERFORMANCE_VALUE,FASS_LST_TOT_MGMT_COND_CNT,FASS_LAST_REFERRED_TO_CODE,IS_AFS_REQUIRED_IND,AFS_FISCAL_YR_END_DATE,HAS_ACTIVE_FINANCING_IND,PRIMARY_FINANCING_TYPE,IS_ALL_FINANCING_PIPELINE_IND,IS_ALL_CONTRACT_PIPELINE_IND,IS_UNDER_MANAGEMENT_IND,HAS_SERVICE_AGREEMENT_IND,HAS_USE_RESTRICTION_IND,HAS_ACTIVE_IRP_IND,IS_SERVICE_COORDINATOR_IND,PRIMARY_FHA_NUMBER,ASSOCIATED_FHA_NUMBER,ASSOCIATED_CONTRACT_NUMBER,IS_ACTIVE_DEC_CASE_IND,WAS_EVER_DEC_CASE_IND,IS_INSURED_IND,WAS_EVER_INSURED_IND,IS_202_811_IND,WAS_EVER_202_811_IND,IS_HUD_HELD_IND,IS_HUD_OWNED_IND,IS_FLEXIBLE_SUBSIDY_IND,IS_HOSPITAL_IND,IS_NURSING_HOME_IND,IS_BOARD_AND_CARE_IND,IS_ASSISTED_LIVING_IND,IS_REFINANCED_IND,IS_221D3_IND,IS_221D4_IND,IS_236_IND,IS_IN_DEFAULT_DELINQUENT_IND,IS_NON_INSURED_IND,IS_BMIR_IND,IS_RISK_SHARING_IND,IS_MIP_IND,IS_CO_INSURED_IND,IS_SUBSIDIZED_IND,WAS_EVER_SUBSIDIZED_IND,HAS_ACTIVE_ASSISTANCE_IND,WAS_EVER_ASSISTED_IND,IS_ACC_OLD_IND,IS_ACC_PERFORMANCE_BASED_IND,IS_SEC8_IND,IS_PAC_IND,IS_PRAC_IND,IS_RENT_SUPPLEMENT_IND,IS_SECTION_236_RAP_IND,IS_SEC8_202_IND,IS_SEC8_FMHA_515_IND,IS_SEC8_STATE_AGENCY_HFA_IND,IS_SEC8_LMSA_IND,IS_SEC8_PRPRTY_DISPOSITION_IND,IS_SEC8_PRESERVATION_IND,IS_SEC8_OTHR_NW_CNSTRCTION_IND,IS_SEC8_OTHER_SUB_REHAB_IND,IS_PENSION_FUND_IND,IS_PAC_202_IND,IS_PAC_811_IND,IS_PRAC_202_IND,IS_PRAC_811_IND,HAS_FULL_DEBT_RESTRUCTURE_IND,LAST_CRITICAL_DATE_DESC,OAHP_PROJECT_RECOMMENDATION_TX,OAHP_PROCESSING_TYPE,IS_ON_WATCH_LIST_IND,IS_GREEN_RETROFIT_IND,IS_202_DIRECT_LOAN_IND,IS_202_CAPITAL_ADVANCE_IND,IS_811_CAPITAL_ADVANCE_IND,ENERGY_PERFORMANCE_CONTRCT_IND,IS_SEC8_RAD_DEMO_CONV_IND,FINANCIAL_STMNT_REQ_IND,IS_811_PRA_DEMO_IND,CONTRACT1,CONTRACT2,CONTRACT_COUNT,UNITS1,UNITS2,MAXIMUM_CONTRACT_UNIT_COUNT,PROGRAM_TYPE1,PROGRAM_TYPE2,EXPIRATION_DATE1,EXPIRATION_DATE2,RENT_TO_FMR_RATIO1,RENT_TO_FMR_RATIO2,BD0_CNT1,BD0_CNT2,BD1_CNT1,BD1_CNT2,BD2_CNT1,BD2_CNT2,BD3_CNT1,BD3_CNT2,BD4_CNT1,BD4_CNT2,BD5_CNT1,BD5_CNT2,FHA_NUM1,FHA_NUM2,SOACODE1,SOACODE2,SOA_NAME1,SOA_NAME2,TAXCREDIT1,TAXCREDIT2,FHA_COUNT,STATE2KX,CNTY_NM2KX,CNTY2KX,TRACT2KX,BG2KX,BLOCK2KX,CURCNTY_NM,CURCNTY,CURCOSUB,CURCOSUB_NM,PLACE2KX,PLACE_NM2KX,PLACE_CC2KX,PLACE_INC2KX,MSA,MSA_NM,CBSA,CBSA_NM,NECTA,NECTA_NM,METRO,MICRO,FCD_FIPS91,HLC,DPV,DPVRC,DPVACT,DPVNOST,STD_ADDR,URB_OUT,STD_CITY,STD_ST,STD_ZIP5,STD_ZIP9,ZIP_CLASS,ZCTA2KX,DPBC,DPBC_CKSUM,STD_ZIP11,ADDR_TYPE,APT_NO,APT_TYPE,C1PGRC,C1PPRB,C1PDRC,C1PSRC,C1PARC,C1PRC9,MSGUSPS,LAT,LON,RC2KX,STM2KX,LVL2KX,UR,MSG2KX,COUNTY_LEVEL,PLACE_LEVEL,TRACT_LEVEL,BLKGRP_LEVEL,MTR_LATEST_DSCR,MGMT_AGENT_ORG_NAME,MGMT_CONTACT_FULL_NAME,MGMT_CONTACT_INDV_TITLE_TEXT,MGMT_CONTACT_ADDRESS_LINE1,MGMT_CONTACT_ADDRESS_LINE2,MGMT_CONTACT_CITY_NAME,MGMT_CONTACT_STATE_CODE,MGMT_CONTACT_ZIP_CODE,MGMT_CONTACT_MAIN_PHN_NBR,MGMT_CONTACT_EMAIL_TEXT,LOAN_MATURITY_DATE,DEMO_RESTRUCTURE_CLOSING_DATE,REAC_LAST_INSPCT_RELEASE_DATE,MARK_TO_MARKET_RESTRUCTURE_DT,REAC_LAST_INSPECTION_DATE,FASS_LAST_AFS_CLOSED_DATE,FASS_LAST_REPORTING_END_DT,FULL_DEBT_RESTRUCTURE_DATE,LAST_CRITICAL_DATE,NGHBRHD_NTWRK_EST_DATE,OCCUPANCY_DATE,WATCH_LIST_DATE,ORIGINAL_LOAN_AMOUNT,UNIT_MRKT_RENT_CNT,INITIAL_ENDORSEMENT_DATE,TOTAL_AVBL_UNITS,PCT_OCCUPIED,NUMBER_REPORTED,PCT_REPORTED,MONTHS_SINCE_REPORT,PCT_MOVEIN,PEOPLE_PER_UNIT,PEOPLE_TOTAL,RENT_PER_MONTH,SPENDING_PER_MONTH,HH_INCOME,PERSON_INCOME,PCT_LT5K,PCT_5K_LT10K,PCT_10K_LT15K,PCT_15K_LT20K,PCT_GE20K,PCT_WAGE_MAJOR,PCT_WELFARE_MAJOR,PCT_OTHER_MAJOR,PCT_MEDIAN,PCT_LT50_MEDIAN,PCT_LT30_MEDIAN,PCT_2ADULTS,PCT_1ADULT,PCT_FEMALE_HEAD,PCT_FEMALE_HEAD_CHILD,PCT_DISABLED_LT62,PCT_DISABLED_GE62,PCT_DISABLED_ALL,PCT_LT24_HEAD,PCT_AGE25_50,PCT_AGE51_61,PCT_AGE62PLUS,PCT_AGE85PLUS,PCT_MINORITY,PCT_BLACK,PCT_NATIVE_AMERICAN,PCT_ASIAN,PCT_HISPANIC,MONTHS_WAITING,MONTHS_FROM_MOVEIN,PCT_UTILITY_ALLOW,AVE_UTIL_ALLOW,PCT_BED1,PCT_BED2,PCT_BED3,PCT_OVERHOUSED,TMINORITY,TPOVERTY,TPCT_OWNSFD,CHLDRN_MBR_CNT,ELDLY_PRCNT,PCT_DISABLED_LT62_ALL,PCT_LT80_MEDIAN,MEDIAN_INC_AMNT,LAST_UPDT_DTTM,ANNL_EXPNS_AMNT,ANNL_EXPNS_AMNT_PREV_YR
-82.927651999804212,42.447225998904635,24604,800227511,2636700,Detroit,Detroit,MARY A MATHIS, POINTE FARMS & POINTE WOODS APARTMENTS,20600 Balfour St,,Y,14,Harper Woods,0,124,313-886-1783,Insured-Unsubsidized,,,,561534,73  b*,58 - Red,1,None,Y,12/31,Y,Insured,N,N,Y,N,N,N,N,04411155,04411155,,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,N,N,,N,N,N,N,Y,N,,,0,0,0,0,223(f) Refi/ Purchase Apts,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04411155,,HRI,,223(f) Refi/ Purchase Apts,,N,,1,26,Wayne,163,551400,2,2002,Wayne,163,36700,Harper Woods,36700,Harper Woods city,C5,,2160,"Detroit, MI PMSA",19820,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area",99999,,1,0,2614,2790,Y,,,,20600 Balfour St,,Harper Woods,MI,48225,1518,,48225,00,4,48225151800,S,,,,0,,,,,100% Overall probable correctness,42.447226,-82.927652,S,,R,U,** Street-Level Rooftop **,26163,2636700,26163551400,261635514002,1.283,Freedomview Management Company LLC,Michael Tremonti,Management Agent,29201 Telegraph Road,,Southfield,MI,48034,248-355-6800,mtremonti@bergerrealtygroup.com,2045-02-01T00:00:00.000Z,,2016-06-16T00:00:00.000Z,,2016-06-15T00:00:00.000Z,2017-04-03T00:00:00.000Z,2016-12-31T00:00:00.000Z,,,,,,4080000,124,2010-01-14T00:00:00.000Z,0,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2017-10-16T14:32:47.000Z,-4,-4
-83.407379000165477,42.348526999105957,24665,800227228,2686000,Detroit,Detroit,JOHN A GODIN,WARRIS FARMS APARTMENTS,36915 Newburgh Road,37115 McKinney Drive,Y,**,,0,216,734-422-8200,Insured-Unsubsidized,,,,519109,81  c*,78 - Green*,1,,Y,12/31,Y,Insured,N,N,Y,N,N,N,N,04411258,04411258,,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,N,N,,N,N,N,N,Y,N,,,0,0,0,0,223(a)(7) Refi of 223(f) Apts,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04411258,,REK,,223(a)(7) Refi of 223(f) Apts,,N,,1,26,Wayne,163,565300,1,1009,Wayne,163,86000,Westland,86000,Westland city,C5,,2160,"Detroit, MI PMSA",19820,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area",99999,,1,0,2613,6378,D,,,,36915 McKinney Ave,,Westland,MI,48185,1181,,48185,99,5,48185118199,H,,,,3,,N,N,,70% Overall probable correctness,42.348527,-83.407379,S,,R,U,** Street-Level Rooftop **,26163,2686000,26163565300,261635653001,1.69,ACR Real Estate Management  LLC,Kelly Gregory,Controller,2617 Beacon Hill Dr,,Auburn Hills,MI,48326,248-373-5080,kgregory@bhapts.com,2044-10-01T00:00:00.000Z,,2016-03-09T00:00:00.000Z,,2016-03-07T00:00:00.000Z,,2016-12-31T00:00:00.000Z,,,,,,9800000,216,2012-11-15T00:00:00.000Z,0,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2017-10-16T14:32:47.000Z,-4,-4
-85.176445000168215,44.726028998961162,24703,800227712,2642260,Detroit,Detroit,MARK R LATHROP,VILLAGE AT RIVERS EDGE,15 Rivers Edge Road NW,,Y,01,,0,48,231-258-5300,Insured-Unsubsidized,,,,344103,96  c,84 - Green,1,,Y,12/31,Y,Insured,N,N,Y,N,N,N,N,04711075,04711075,,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,N,N,,N,N,N,N,Y,N,,,0,0,0,0,223(f) Refi/ Purchase Apts,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04711075,,HRI,,223(f) Refi/ Purchase Apts,,N,,1,26,Kalkaska,079,950300,3,3039,Kalkaska,079,42280,Kalkaska,42260,Kalkaska village,C1,,9999,,45900,"Traverse City, MI Micropolitan Statistical Area",99999,,0,1,2601,3240,Y,,,,15 Rivers Edge Rd NW,,Kalkaska,MI,49646,8169,,49646,15,1,49646816915,S,,,,0,,,,,100% Overall probable correctness,44.726029,-85.176445,S,,R,U,** Street-Level Rooftop **,26079,2642260,26079950300,260799503003,1.577,Brookstone Realty Management LLC,Christina Evans,Controller,2802 Jefferson Ave,,Midland,MI,48640,989-837-6272,accounting@brealtym.com,2045-03-01T00:00:00.000Z,,2012-02-15T00:00:00.000Z,,2012-02-09T00:00:00.000Z,,2016-12-31T00:00:00.000Z,,,,,,1445000,48,2010-02-23T00:00:00.000Z,0,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2017-10-16T14:32:47.000Z,-4,-4
-84.984884999776199,41.934541999067264,24710,800225330,2617020,Detroit,Detroit,PAMELA M WILDFONG,WHISPERING PINES II,39 WHISPERING PINES DRIVE,,Y,07,,0,44,517-279-2842,Insured-Unsubsidized,,,,592537,94  c*,36 - Red,0,None,Y,12/31,Y,Insured,N,N,Y,N,N,N,N,04711063,04711063,,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,N,N,,N,N,N,N,Y,N,,,0,0,0,0,223(f) Refi/ Purchase Apts,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04711063,,HRI,,223(f) Refi/ Purchase Apts,,Y,,1,26,Branch,023,951400,3,3007,Branch,023,17020,Coldwater,17020,Coldwater city,C5,,9999,,17740,"Coldwater, MI Micropolitan Statistical Area",99999,,0,1,2607,1428,Y,,,,39 Whispering Pnes,,Coldwater,MI,49036,1979,,49036,39,0,49036197939,S,,,,2,,,,,80% Overall probable correctness,41.934542,-84.984885,S,,R,U,** Street-Level Rooftop **,26023,2617020,26023951400,260239514003,0.955,Pedcor Management Corp.,Margie Williamson,,770 3rd Ave SW,,Carmel,IN,46032,317 587 0320,margiew@pedcor.net,2043-04-01T00:00:00.000Z,,2017-08-25T00:00:00.000Z,,2017-08-24T00:00:00.000Z,2017-03-23T00:00:00.000Z,2016-12-31T00:00:00.000Z,,,,,,1513800,44,2008-03-27T00:00:00.000Z,0,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2017-10-16T14:32:47.000Z,-4,-4
-85.711815000294052,42.862342999053411,24774,800231515,2688940,Detroit,Detroit,KAREN J OSTRANDER,PARKCREST APARTMENTS,1961 Parkcrest Drive,,Y,02,Wyoming,0,204,,Insured-Unsubsidized,,,,519134,98  c,89 - Green,0,None,Y,12/31,Y,Insured,N,N,Y,N,N,N,N,04711120,04711120,,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,N,N,,N,N,N,N,Y,N,,,0,0,0,0,223(a)(7) Refi of 223(f) Apts,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04711120,,REK,,223(a)(7) Refi of 223(f) Apts,,N,,1,26,Kent,081,014502,4,4003,Kent,081,88940,Wyoming,88940,Wyoming city,C5,,3000,"Grand Rapids-Muskegon-Holland, MI MSA",24340,"Grand Rapids-Wyoming, MI Metropolitan Statistical Area",99999,,1,0,2602,6624,Y,,,,1961 Parkcrest Dr SW,,Wyoming,MI,49519,9590,,49519,61,2,49519959061,S,,,,1,N,,,,90% Overall probable correctness,42.862343,-85.711815,S,,R,U,** Street-Level Rooftop **,26081,2688940,26081014502,260810145024,1.974,Land & Co.,Troy Zapolski,General Manager,1701 Porter St SW Ste 6,,Wyoming,MI,49519,616-257-5205,tzapolski@land-co.com,2047-10-01T00:00:00.000Z,,2015-05-29T00:00:00.000Z,,2015-05-20T00:00:00.000Z,2017-02-21T00:00:00.000Z,2016-12-31T00:00:00.000Z,,,,,,9654800,204,2012-09-26T00:00:00.000Z,0,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2017-10-16T14:32:47.000Z,-4,-4
-86.232226000085461,41.816864998841083,24799,800223240,2602157780,Detroit,Detroit,ZENA M FARAH,BERRIEN WOODS I,1900 East Main Street,,Y,06,,0,72,269-684-7779,Insured-Unsubsidized,00,,,540420,94  c*,33 - Red,1,None,Y,12/31,Y,Insured,N,N,Y,N,N,N,N,04711089,04711089,,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,N,N,,N,N,N,N,Y,N,,,0,0,0,0,223(f) Refi/ Purchase Apts,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04711089,,HRI,,223(f) Refi/ Purchase Apts,,N,,1,26,Berrien,021,021000,2,2006,Berrien,021,57780,Niles,99999,Niles township,99,,0870,"Benton Harbor, MI MSA",35660,"Niles-Benton Harbor, MI Metropolitan Statistical Area",99999,,1,0,2606,,Y,,,,1900 E Main St,,Niles,MI,49120,3835,,49120,00,5,49120383500,S,,,,0,,,,,100% Overall probable correctness,41.816865,-86.232226,S,,R,U,** Street-Level Rooftop **,26021,2699999,26021021000,260210210002,0.962,Pedcor Management Corp.,Jamie Spears,Regional Manager,5 Fall Wood Drive,,Hamilton,OH,45011,317-660--3430,jamies@pedcor.net,2046-04-01T00:00:00.000Z,,2017-06-07T00:00:00.000Z,,2017-06-06T00:00:00.000Z,2017-03-04T00:00:00.000Z,2016-12-31T00:00:00.000Z,,,,1997-03-01T00:00:00.000Z,,2241300,72,2011-03-10T00:00:00.000Z,0,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2017-10-16T14:32:47.000Z,-4,-4
-84.343461000338408,46.499612999310685,24869,800219313,2671740,OHP,OHP,CATHERINE WORLEY,FCD-Prestige-Medilodge Frankenmuth,Home Office,209 East Portage,Y,01,,0,56,989-652-6101,Insured-Unsubsidized,SK,Skilled Care Facility,Health Care,354828,81  c*,Not Assessed,0,,Y,12/31,Y,Insured,N,N,Y,N,N,N,N,04822025,04822025,,N,Y,Y,Y,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,N,N,,N,N,N,N,Y,N,,,0,0,0,0,223(a)(7) Refi of 223f Nursing/ ICF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04822025,,RFP,,223(a)(7) Refi of 223f Nursing/ ICF,,N,,1,26,Chippewa,033,970200,2,2003,Chippewa,033,71740,Sault Ste. Marie,71740,Sault Ste. Marie city,C5,,9999,,42300,"Sault Ste. Marie, MI Micropolitan Statistical Area",99999,,0,1,2601,5466,Y,,,,209 E Portage Ave,,Sault Sainte Marie,MI,49783,2053,,49783,09,0,49783205309,S,,,,2,,N,,,80% Overall probable correctness,46.499613,-84.343461,S,,R,U,** Street-Level Rooftop **,26033,2671740,26033970200,260339702002,1.176,Noble Healthcare Management LLC,Robert Norcross,Administrator,"7400 New laGrange Road , Suite 100",,Louiseville,KY,40222,502-429-8062,bnorcross@prestigeehem.com,2031-08-01T00:00:00.000Z,,2011-09-21T00:00:00.000Z,,2011-09-19T00:00:00.000Z,,2016-12-31T00:00:00.000Z,,,,2003-10-23T00:00:00.000Z,,2556300,56,2012-07-26T00:00:00.000Z,0,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2017-10-16T14:32:47.000Z,-4,-4
-83.616196999909732,43.049977998749796,24905,800220091,2604931800,Detroit,Detroit,PAMELA M WILDFONG,EASTSIDE VILLAGE,3085 N Genesee Rd,,Y,05,,0,50,810-250-1000,Insured-Unsubsidized,PAH,Partially elderly handicapped,Elderly,517926,93  c*,51 - Red,0,None,Y,12/31,Y,Insured,N,N,Y,Y,N,N,N,04835106,04835106,,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,N,N,,N,N,N,N,Y,N,,,0,0,0,0,S 221(d)(4),,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04835106,,REJ,,223(a)(7) Refi of 221d4 NC/SR,,Y,,1,26,Genesee,049,012006,2,2016,Genesee,049,31800,Genesee,99999,Remainder of Genesee charter township,99,,2640,"Flint, MI PMSA",22420,"Flint, MI Metropolitan Statistical Area",99999,,1,0,2605,,D,,,,3085 N Genesee Rd,,Flint,MI,48506,2126,,48506,99,8,48506212699,H,,,,0,,,N,,100% Overall probable correctness,43.049978,-83.616197,S,,R,U,** Street-Level Rooftop **,26049,2699999,26049012006,260490120062,1.018,Piper Realty Company,Ryan Bessert,Regional Manager,5454 Gateway Ctr Ste B,,Flint,MI,48507,810-600-4003,ryan@pipermanagement.com,2056-04-01T00:00:00.000Z,,2014-07-28T00:00:00.000Z,,2014-07-24T00:00:00.000Z,2017-03-15T00:00:00.000Z,2016-12-31T00:00:00.000Z,,,,2004-12-14T00:00:00.000Z,,3035000,50,2016-05-17T00:00:00.000Z,0,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2017-10-16T14:32:47.000Z,-4,-4
-83.105957999576177,42.395081999166003,24959,800223406,2638180,Detroit,Detroit,HENRY E PLOWDEN,BELLA VISTA GLEN,369 Glendale Avenue,,Y,13,Highland Park,0,138,(313) 883-5020,Insured-Unsubsidized,00,,,562448,94  c,74 - Green*,0,,Y,12/31,Y,Insured,N,N,Y,N,N,N,N,04411309,04411309,,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,N,N,,N,N,N,N,Y,N,,,0,0,0,0,223(f) Refi/ Purchase Apts,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04411309,,HRI,,223(f) Refi/ Purchase Apts,,Y,,1,26,Wayne,163,553300,1,1003,Wayne,163,38180,Highland Park,38180,Highland Park city,C5,,2160,"Detroit, MI PMSA",19820,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area",99999,,1,0,2613,2916,D,,,,369 Glendale St,,Highland Park,MI,48203,4329,,48203,99,7,48203432999,H,,,,2,,N,N,,80% Overall probable correctness,42.395082,-83.105958,S,,R,U,** Street-Level Rooftop **,26163,2638180,26163553300,261635533001,2.03,Independent Management Services,Frank Carswell,President,14381 North Rd,,Fenton,MI,48430,810-750-7000,fcarswell@imsteam.net,2048-08-01T00:00:00.000Z,,2016-06-22T00:00:00.000Z,,2016-06-08T00:00:00.000Z,,2016-12-31T00:00:00.000Z,,,,,,2358000,138,2013-07-30T00:00:00.000Z,0,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2017-10-16T14:32:47.000Z,-4,-4
-86.2596430002734,42.191216999057275,25016,800224174,2684500,Detroit,Detroit,LATRICE LYONS,TRI-CITY VILLAGE,541 N. Main Street,,Y,06,WATERVLIET,56,56,269-4634543,Insured-Subsidized,00,,,545930,97  a,84 - Green*,0,None,Y,12/31,Y,Insured,N,N,Y,N,N,N,N,04735234,04735234,MI330018001,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,,,,,N,N,,N,N,N,N,Y,N,MI330018001,,1,56,0,56,Sec 8 SR,,30-APR-26,,143.58999634,0,0,0,50,0,6,0,0,0,0,0,0,0,04735234,,OMI,,221d4 NC/SR,,N,,1,26,Berrien,021,010300,2,2008,Berrien,021,84500,Watervliet,84500,Watervliet city,C5,,0870,"Benton Harbor, MI MSA",35660,"Niles-Benton Harbor, MI Metropolitan Statistical Area",99999,,1,0,2606,6282,D,,,,541 N Main St,,Watervliet,MI,49098,9773,,49098,99,6,49098977399,H,,,,0,,,N,,100% Overall probable correctness,42.191217,-86.259643,S,,R,U,** Street-Level Rooftop **,26021,2684500,26021010300,260210103002,1.121,"Superior Property Management of St. Joseph, L.L.C.",SUSAN DOROH,,207 Hawthorne Ave,,Saint Joseph,MI,49085,269-983-7330,sdoroh@comcast.net,2047-03-01T00:00:00.000Z,,2015-09-23T00:00:00.000Z,,2015-08-28T00:00:00.000Z,2017-03-24T00:00:00.000Z,2016-12-31T00:00:00.000Z,,,,1982-09-01T00:00:00.000Z,,1766500,0,2006-11-07T00:00:00.000Z,56,95.93,55,100,7,18.18,1.1,62,298,493,13464,11944,1.82,21.82,36.36,36.36,3.64,0,0,100,22.52,100,50.91,0,0,61.82,0,100,9.8,14.52,0,0,7.27,92.73,10.91,1.82,1.82,0,0,0,0,41,100,50,90.91,9.09,0,0,10.42,21.55,74.17,0,87.1,6.45,100,12640,2017-10-16T14:32:47.000Z,318009,320437
